,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na
4167,f,flexible,f,1.0,Western Addition,37.77145,-122.43239,Condominium,Entire home/apt,5.0,2.0,3.0,2.0,Real Bed,3.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,f,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.76452,-122.43988,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4169,t,moderate,t,2.0,Castro/Upper Market,37.76385,-122.42862,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,142.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,f,flexible,f,33.0,Financial District,37.78871,-122.40236,Serviced apartment,Entire home/apt,4.0,2.5,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,343.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4171,f,strict_14_with_grace_period,f,1.0,Glen Park,37.74186,-122.42666,Condominium,Entire home/apt,4.0,1.0,2.0,3.0,Real Bed,2.0,18.0,94.0,10.0,10.0,10.0,9.0,10.0,9.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,f,strict_14_with_grace_period,f,87.0,Mission,37.7643,-122.41699,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,3.0,93.0,9.0,7.0,10.0,10.0,7.0,9.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4173,t,strict_14_with_grace_period,f,1.0,Western Addition,37.78341,-122.42615,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,5.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,t,strict_14_with_grace_period,t,7.0,Chinatown,37.7919,-122.40826,House,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175,t,moderate,f,4.0,Haight Ashbury,37.7696,-122.45137,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,2.0,7.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,t,flexible,t,3.0,Potrero Hill,37.76041,-122.39513,House,Private room,4.0,1.5,2.0,2.0,Real Bed,1.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,t,strict_14_with_grace_period,t,2.0,Outer Mission,37.72676,-122.43893,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,103.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,f,moderate,f,1.0,South of Market,37.78455,-122.38983,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4179,t,strict_14_with_grace_period,f,2.0,Outer Mission,37.72912,-122.45013,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,20.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4180,f,moderate,t,1.0,Outer Richmond,37.77423,-122.49167,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,1.0,81.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4181,t,strict_14_with_grace_period,t,2.0,Downtown/Civic Center,37.7887,-122.41379,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,104.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,t,strict_14_with_grace_period,f,2.0,Outer Mission,37.72988,-122.44969,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,4.0,95.0,10.0,10.0,10.0,9.0,10.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4183,t,strict_14_with_grace_period,t,2.0,Downtown/Civic Center,37.78821,-122.41523,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,117.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4184,f,strict_14_with_grace_period,f,1.0,Inner Richmond,37.78537,-122.46472,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,3.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4185,t,moderate,f,4.0,Castro/Upper Market,37.76214,-122.43018,Condominium,Private room,1.0,1.5,1.0,1.0,Real Bed,2.0,78.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4186,t,strict_14_with_grace_period,t,2.0,South of Market,37.78097,-122.40305,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4187,t,moderate,t,2.0,Inner Richmond,37.77717,-122.46757,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,40.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4188,f,strict_14_with_grace_period,t,2.0,Noe Valley,37.74217,-122.4291,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4189,f,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.7692,-122.42998,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4190,t,moderate,f,1.0,Ocean View,37.7166,-122.45133,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,69.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4191,f,strict_14_with_grace_period,f,5.0,Downtown/Civic Center,37.78888,-122.40751,Serviced apartment,Entire home/apt,4.0,2.0,1.0,2.0,Real Bed,3.0,1.0,100.0,8.0,10.0,10.0,10.0,8.0,8.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4192,f,flexible,f,1.0,Western Addition,37.78259,-122.43773,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4193,t,moderate,f,1.0,Western Addition,37.77764,-122.44256,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,4.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4194,t,moderate,f,3.0,South of Market,37.77596,-122.40999,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,3.0,24.0,97.0,10.0,10.0,10.0,10.0,8.0,9.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,f,strict_14_with_grace_period,f,5.0,Downtown/Civic Center,37.7884,-122.40899,Serviced apartment,Entire home/apt,4.0,2.0,1.0,2.0,Real Bed,3.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,t,moderate,t,2.0,Western Addition,37.77408,-122.4272,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,10.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4197,f,flexible,f,4.0,Glen Park,37.73892,-122.43024,Guest suite,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,34.0,92.0,9.0,8.0,10.0,10.0,9.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4198,t,flexible,f,2.0,Bayview,37.73593,-122.39676,Guest suite,Entire home/apt,4.0,1.0,0.0,2.0,Real Bed,1.0,95.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4199,f,flexible,f,18.0,South of Market,37.78734,-122.38955,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,t,strict_14_with_grace_period,f,1.0,Mission,37.75097,-122.42503,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,2.0,21.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4201,t,flexible,f,3.0,Seacliff,37.78753,-122.49261,House,Private room,3.0,1.0,2.0,2.0,Real Bed,1.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4202,f,moderate,t,1.0,Ocean View,37.72072,-122.46428,House,Private room,2.0,1.0,1.0,2.0,Real Bed,2.0,71.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4203,f,flexible,t,12.0,Excelsior,37.7253,-122.41916,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,90.0,10.0,9.0,10.0,10.0,9.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4204,t,moderate,t,1.0,Outer Mission,37.73191,-122.43858,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,1.0,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4205,t,moderate,f,2.0,Potrero Hill,37.75752,-122.38955,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,4.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4206,f,strict_14_with_grace_period,f,1.0,Marina,37.80456,-122.42927,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4207,t,moderate,t,3.0,Outer Sunset,37.75314,-122.49382,House,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,146.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4208,f,moderate,t,4.0,Haight Ashbury,37.77055,-122.44379,Condominium,Entire home/apt,6.0,1.5,3.0,3.0,Real Bed,30.0,3.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4209,f,strict_14_with_grace_period,t,2.0,Downtown/Civic Center,37.78813,-122.41393,Resort,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4210,f,strict_14_with_grace_period,f,2.0,Bernal Heights,37.73755,-122.42272,House,Private room,2.0,2.0,1.0,1.0,Real Bed,1.0,50.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4211,f,flexible,t,87.0,Downtown/Civic Center,37.78635,-122.41522,Other,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,2.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4212,f,moderate,t,3.0,Western Addition,37.77261,-122.43523,Townhouse,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,2.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4213,f,strict_14_with_grace_period,f,1.0,Outer Mission,37.73084,-122.43743,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,65.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,f,flexible,f,1.0,Excelsior,37.72063,-122.42917,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,144.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78577,-122.41602,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,87.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4216,t,moderate,t,3.0,Outer Sunset,37.75265,-122.49513,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,136.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,f,flexible,f,87.0,Downtown/Civic Center,37.78393,-122.40997,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,4.0,80.0,10.0,10.0,10.0,10.0,8.0,9.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,f,strict_14_with_grace_period,f,1.0,Mission,37.76775,-122.40801,Condominium,Entire home/apt,8.0,3.0,4.0,4.0,Real Bed,3.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,t,moderate,t,1.0,Outer Sunset,37.74905,-122.50583,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,52.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,f,strict_14_with_grace_period,f,2.0,South of Market,37.77365,-122.39672,Apartment,Shared room,2.0,1.0,1.0,1.0,Real Bed,30.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78556,-122.41635,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4222,t,moderate,f,1.0,Inner Sunset,37.76089,-122.46162,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,f,moderate,t,2.0,Outer Sunset,37.75984,-122.47752,House,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,99.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,t,strict_14_with_grace_period,t,1.0,Outer Richmond,37.78108,-122.48858,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,159.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,f,moderate,f,2.0,Ocean View,37.72131,-122.46693,House,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,3.0,100.0,10.0,8.0,10.0,10.0,9.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4226,t,flexible,f,3.0,Downtown/Civic Center,37.78824,-122.42004,Condominium,Private room,2.0,1.5,1.0,1.0,Real Bed,3.0,14.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,f,flexible,f,1.0,North Beach,37.8006,-122.40995,Apartment,Private room,1.0,2.0,1.0,1.0,Real Bed,31.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4228,t,moderate,t,2.0,Castro/Upper Market,37.75877,-122.4319,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,f,flexible,f,1.0,Castro/Upper Market,37.7655,-122.42844,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230,f,strict_14_with_grace_period,t,1.0,Glen Park,37.73506,-122.43482,House,Entire home/apt,6.0,1.0,3.0,0.0,Real Bed,4.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78573,-122.41484,Apartment,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4232,t,strict_14_with_grace_period,t,5.0,Bernal Heights,37.74608,-122.41769,House,Entire home/apt,6.0,2.0,3.0,4.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,t,moderate,f,3.0,Excelsior,37.73148,-122.41905,House,Entire home/apt,5.0,3.0,3.0,4.0,Couch,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4234,t,moderate,f,2.0,Mission,37.76977,-122.42599,Apartment,Private room,2.0,1.5,1.0,1.0,Real Bed,3.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235,t,strict_14_with_grace_period,f,3.0,South of Market,37.77622,-122.41487,Apartment,Entire home/apt,5.0,2.0,2.0,4.0,Real Bed,1.0,52.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4236,f,flexible,t,2.0,West of Twin Peaks,37.74267,-122.46872,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,91.0,92.0,10.0,9.0,10.0,9.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4237,t,moderate,t,1.0,Mission,37.75475,-122.40843,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4238,t,moderate,f,1.0,Bernal Heights,37.748,-122.413,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4239,t,strict_14_with_grace_period,f,2.0,Glen Park,37.73775,-122.43386,Guest suite,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,10.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4240,t,flexible,t,2.0,Bernal Heights,37.74794,-122.41188,Apartment,Private room,1.0,1.5,1.0,1.0,Real Bed,3.0,14.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4241,t,moderate,f,2.0,Potrero Hill,37.75763,-122.388,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,4.0,5.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,t,moderate,t,10.0,Castro/Upper Market,37.76848,-122.43788,Apartment,Entire home/apt,4.0,2.5,2.0,2.0,Real Bed,30.0,6.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,f,moderate,f,1.0,Mission,37.77072,-122.42487,House,Private room,1.0,1.0,1.0,2.0,Real Bed,2.0,28.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,t,flexible,f,4.0,Parkside,37.74508,-122.47847,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,43.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4245,f,flexible,f,1.0,Western Addition,37.76938,-122.43443,Condominium,Entire home/apt,7.0,2.0,4.0,4.0,Real Bed,4.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4246,f,strict_14_with_grace_period,t,1.0,Glen Park,37.74106,-122.43086,House,Entire home/apt,6.0,1.0,2.0,2.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247,t,moderate,f,2.0,Outer Sunset,37.75362,-122.49125,Apartment,Entire home/apt,6.0,2.0,2.0,3.0,Real Bed,1.0,93.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4248,t,strict_14_with_grace_period,f,4.0,Nob Hill,37.79535,-122.41078,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,51.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249,t,moderate,f,3.0,Mission,37.7495,-122.41192,Apartment,Private room,2.0,1.0,2.0,2.0,Real Bed,4.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4250,t,moderate,f,1.0,Outer Sunset,37.76483,-122.48319,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,1.0,66.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4251,t,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.75645,-122.42899,Cottage,Entire home/apt,5.0,1.0,2.0,3.0,Real Bed,31.0,13.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252,t,moderate,f,1.0,Mission,37.76607,-122.42527,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,51.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4253,f,strict_14_with_grace_period,f,87.0,Mission,37.76432,-122.41812,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4254,t,moderate,f,1.0,Bernal Heights,37.74064,-122.41598,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,3.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4255,f,flexible,f,1.0,Mission,37.75239,-122.41323,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4256,t,flexible,t,2.0,Outer Richmond,37.7762,-122.49565,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4257,t,moderate,t,1.0,Excelsior,37.72863,-122.4246,Guest suite,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,36.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4258,f,flexible,f,11.0,Lakeshore,37.73203,-122.49797,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,47.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
